# LutGenerate 2.4 - 07/23/08 13:19:49 - #  Display ID: DELL_2007FP_C95367C41ADL
# Ambient = 0.18   Max. Luminance = 212.000   Luminance Ratio = 350.00
#  lumResponse vers. 1.6 - 07/23/08 13:16:59
#  iLdelay=1  avgN=1  ILlimit_plus=0.20 ILlimit_minus=-0.05  R=24.0% G=66.9% B=9.1%
 DV    R    G    B     target Lum+Lamb   uLR Lum+Lamb
143:  099  099  100          35.518     35.480
144:  100  100  100          36.156     36.180
145:  101  101  101          36.804     36.780
146:  102  102  101          37.462     37.380
147:  103  103  102          38.129     38.080
148:  104  104  104          38.806     38.780
149:  105  105  106          39.493     39.480
150:  106  106  107          40.190     40.180
151:  108  107  107          40.898     40.880
152:  109  108  108          41.615     41.580
153:  109  110  109          42.344     42.380
154:  110  111  110          43.083     43.080
155:  112  112  111          43.833     43.880
156:  113  113  114          44.594     44.580
157:  115  114  115          45.366     45.380
158:  116  115  116          46.149     46.080
159:  117  117  116          46.944     46.980
160:  118  118  118          47.750     47.780
161:  120  119  120          48.568     48.580
162:  120  121  120          49.398     49.480
163:  122  122  121          50.240     50.280
164:  123  123  123          51.094     51.080
165:  125  124  125          51.961     51.980
166:  126  125  126          52.840     52.880
167:  127  126  126          53.732     53.680
168:  128  127  127          54.636     54.580
169:  129  128  129          55.554     55.480
170:  129  130  129          56.485     56.580
171:  131  130  131          57.429     57.280
172:  131  132  131          58.387     58.480
173:  132  133  132          59.358     59.380
174:  133  134  134          60.344     60.380
175:  134  135  135          61.343     61.280
176:  136  136  135          62.357     62.380
177:  137  137  136          63.385     63.380
178:  138  138  138          64.428     64.480
179:  139  139  140          65.486     65.580
180:  141  140  140          66.559     66.580
181:  142  141  141          67.647     67.680
182:  143  142  142          68.751     68.680
183:  143  144  143          69.870     69.980
184:  144  145  144          71.006     70.980
185:  145  146  145          72.157     72.080
186:  147  147  146          73.325     73.280
187:  148  148  148          74.509     74.480
188:  149  149  150          75.710     75.680
189:  151  150  150          76.927     76.880
190:  152  151  151          78.162     78.080
191:  152  153  152          79.415     79.480
192:  153  154  154          80.685     80.780
193:  155  155  154          81.973     82.080
194:  156  156  156          83.279     83.280
195:  158  157  157          84.603     84.680
196:  159  158  159          85.946     85.980
197:  159  160  159          87.308     87.380
198:  161  161  160          88.689     88.780
199:  162  162  162          90.090     90.180
200:  163  163  164          91.510     91.380
201:  164  165  165          92.949     93.180
202:  165  166  165          94.409     94.380
203:  167  167  167          95.890     95.980
204:  169  168  169          97.391     97.480
205:  169  170  169          98.913     99.080
206:  171  171  170         100.456    100.380
207:  172  172  173         102.020    101.880
208:  173  174  174         103.607    103.680
209:  175  175  174         105.215    105.180
210:  177  176  177         106.846    106.980
211:  177  178  177         108.500    108.580
212:  179  179  179         110.176    110.180
213:  181  180  181         111.876    111.780
214:  182  182  181         113.599    113.680
215:  184  183  183         115.347    115.280
216:  184  185  185         117.118    117.080
217:  186  186  187         118.914    118.780
218:  187  188  187         120.735    120.680
219:  190  189  189         122.581    122.680
220:  190  191  190         124.452    124.480
221:  192  192  193         126.350    126.480
222:  194  193  193         128.273    128.080
223:  194  195  195         130.223    130.280
224:  196  196  197         132.200    132.180
225:  197  198  197         134.204    134.480
226:  199  199  200         136.236    136.280
227:  201  200  201         138.296    138.180
228:  202  202  202         140.384    140.480
229:  204  203  203         142.501    142.580
230:  204  205  205         144.647    144.680
231:  206  206  207         146.823    146.680
232:  207  208  207         149.028    148.980
233:  210  209  210         151.263    151.280
234:  210  211  211         153.530    153.580
235:  213  212  212         155.827    155.680
236:  213  214  214         158.156    158.180
237:  216  215  216         160.517    160.480
238:  217  217  218         162.910    162.980
239:  218  219  218         165.336    165.380
240:  221  220  221         167.795    167.880
241:  222  222  223         170.287    170.380
242:  223  224  224         172.814    172.880
243:  226  225  226         175.375    175.380
244:  227  228  227         177.972    178.180
245:  229  229  228         180.603    180.180
246:  231  231  231         183.271    183.180
247:  234  233  233         185.975    186.180
248:  236  235  235         188.716    189.180
249:  236  237  237         191.494    191.180
250:  238  239  238         194.311    194.180
251:  241  241  241         197.165    197.180
252:  243  243  244         200.058    200.180
253:  245  246  245         202.991    203.180
254:  248  248  249         205.964    206.180
255:  250  251  250         208.977    209.180
256:  252  252  252         212.000    212.180
