# LutGenerate 2.4 - 07/07/08 14:30:03 - #  Display ID: DELL_2408WFP_JU43682B28MS
# Ambient = 0.10   Max. Luminance = 347.000   Luminance Ratio = 350.00
#  lumResponse vers. 1.6 - 07/07/08 14:29:33
#  iLdelay=1  avgN=1  ILlimit_plus=0.20 ILlimit_minus=-0.05  R=21.0% G=69.3% B=9.7%
 DV    R    G    B     target Lum+Lamb   uLR Lum+Lamb
155:  128  128  129          65.862     65.900
156:  130  129  130          67.049     67.000
157:  131  130  130          68.255     68.300
158:  132  131  131          69.480     69.400
159:  133  132  133          70.724     70.600
160:  133  134  133          71.988     72.100
161:  134  135  134          73.271     73.300
162:  135  136  136          74.574     74.600
163:  137  137  136          75.898     75.900
164:  138  138  139          77.242     77.300
165:  140  139  140          78.607     78.600
166:  141  140  141          79.993     80.000
167:  142  141  142          81.401     81.300
168:  142  143  142          82.830     82.900
169:  143  144  143          84.282     84.300
170:  145  145  144          85.756     85.900
171:  146  146  147          87.253     87.300
172:  148  147  147          88.773     88.800
173:  149  148  149          90.316     90.200
174:  149  150  149          91.884     91.900
175:  150  151  150          93.475     93.700
176:  151  152  151          95.091     95.100
177:  153  153  152          96.732     96.800
178:  153  154  154          98.398     98.300
179:  155  155  154         100.089    100.100
180:  157  156  156         101.807    101.800
181:  157  158  157         103.551    103.900
182:  158  159  158         105.321    105.600
183:  160  159  160         107.119    106.900
184:  160  161  160         108.944    109.100
185:  161  162  162         110.797    110.900
186:  162  163  163         112.679    112.700
187:  164  164  163         114.589    114.700
188:  165  165  165         116.528    116.300
189:  166  166  166         118.497    118.300
190:  168  167  167         120.496    120.400
191:  169  168  169         122.525    122.500
192:  169  170  169         124.585    124.800
193:  170  171  170         126.677    126.800
194:  171  172  172         128.800    129.000
195:  173  173  172         130.956    131.000
196:  174  174  175         133.144    133.100
197:  176  175  175         135.366    135.300
198:  177  176  176         137.621    137.400
199:  177  178  177         139.910    140.100
200:  178  179  179         142.234    142.300
201:  179  180  179         144.594    144.400
202:  181  181  181         146.989    146.900
203:  182  182  182         149.420    149.400
204:  184  183  183         151.888    151.500
205:  184  185  184         154.393    154.400
206:  185  186  186         156.936    157.100
207:  187  187  186         159.518    159.500
208:  188  188  189         162.138    162.100
209:  190  189  189         164.798    164.600
210:  191  190  191         167.498    167.200
211:  191  192  191         170.239    170.400
212:  193  193  192         173.020    172.900
213:  194  195  194         175.844    176.100
214:  195  196  196         178.711    179.100
215:  197  197  197         181.620    182.100
216:  198  198  197         184.573    184.100
217:  199  199  198         187.570    187.100
218:  200  201  201         190.613    191.100
219:  203  202  202         193.701    194.100
220:  204  203  203         196.836    197.100
221:  204  205  204         200.017    200.100
222:  206  206  205         203.246    203.100
223:  207  207  208         206.524    206.100
224:  208  209  208         209.851    210.100
225:  210  210  209         213.227    213.100
226:  211  212  211         216.654    217.100
227:  212  213  212         220.133    220.100
228:  215  214  214         223.663    224.100
229:  215  216  215         227.246    227.100
230:  217  217  218         230.883    231.100
231:  219  218  219         234.574    234.100
232:  220  220  221         238.320    238.100
233:  221  222  221         242.122    242.100
234:  223  223  222         245.981    246.100
235:  224  224  225         249.898    250.100
236:  225  226  225         253.873    254.100
237:  227  227  226         257.907    258.100
238:  229  228  228         262.002    262.100
239:  229  230  229         266.157    266.100
240:  231  231  231         270.375    270.100
241:  232  233  232         274.655    275.100
242:  234  234  233         278.999    279.100
243:  236  235  235         283.407    283.100
244:  236  237  236         287.882    288.100
245:  238  238  238         292.423    292.100
246:  239  240  239         297.031    297.100
247:  241  241  242         301.708    302.100
248:  243  242  242         306.455    306.100
249:  244  244  243         311.272    311.100
250:  246  245  245         316.161    316.100
251:  247  247  247         321.122    321.100
252:  248  249  248         326.157    326.100
253:  250  250  250         331.267    331.100
254:  251  252  252         336.453    336.100
255:  253  254  253         341.716    342.100
256:  255  255  255         347.000    347.100
