# LutGenerate 2.4 - 07/02/08 11:36:53 - #  Display ID: DELL_2408WFP_JU4368281FMS
# Ambient = 0.10   Max. Luminance = 332.000   Luminance Ratio = 350.00
#  lumResponse vers. 1.6 - 07/02/08 11:35:39
#  iLdelay=1  avgN=1  ILlimit_plus=0.20 ILlimit_minus=-0.05  R=25.6% G=65.3% B=9.0%
 DV    R    G    B     target Lum+Lamb   uLR Lum+Lamb
 62:  045  046  045           8.942      8.980
 63:  046  046  047           9.181      9.160
 64:  046  047  046           9.424      9.420
 65:  048  047  047           9.672      9.700
 66:  047  048  048           9.925      9.880
 67:  049  048  049          10.182     10.160
 68:  049  049  048          10.444     10.440
 69:  049  050  049          10.712     10.710
 70:  051  050  050          10.984     10.990
 71:  051  051  050          11.261     11.310
 72:  052  051  052          11.544     11.470
 73:  052  052  053          11.832     11.840
 74:  052  053  052          12.125     12.130
 75:  054  053  053          12.424     12.440
 76:  053  054  054          12.728     12.700
 77:  055  054  055          13.038     12.990
 78:  055  055  055          13.353     13.330
 79:  055  056  055          13.674     13.700
 80:  057  056  056          14.001     14.000
 81:  057  057  057          14.334     14.320
 82:  057  058  057          14.673     14.680
 83:  059  058  059          15.018     15.010
 84:  059  059  058          15.369     15.360
 85:  059  060  059          15.727     15.760
 86:  060  060  061          16.091     16.020
 87:  060  061  061          16.461     16.390
 88:  062  061  062          16.838     16.800
 89:  062  062  063          17.221     17.240
 90:  062  063  062          17.612     17.590
 91:  064  063  064          18.009     18.000
 92:  064  064  063          18.413     18.400
 93:  064  065  065          18.824     18.800
 94:  066  065  066          19.242     19.200
 95:  066  066  066          19.668     19.600
 96:  066  067  066          20.101     20.100
 97:  068  067  067          20.541     20.500
 98:  068  068  068          20.989     21.000
 99:  068  069  068          21.445     21.400
100:  070  069  070          21.908     21.900
101:  070  070  069          22.379     22.300
102:  070  071  070          22.859     22.800
103:  071  072  071          23.346     23.300
104:  073  072  072          23.842     23.800
105:  073  073  073          24.346     24.300
106:  073  074  074          24.859     24.900
107:  075  074  075          25.380     25.300
108:  076  075  075          25.910     26.000
109:  076  076  075          26.449     26.500
110:  078  077  077          26.997     27.000
111:  078  078  077          27.554     27.500
112:  079  079  078          28.121     28.100
113:  079  080  079          28.696     28.600
114:  080  081  080          29.282     29.300
115:  082  081  082          29.877     29.800
116:  083  082  082          30.482     30.500
117:  083  083  083          31.097     31.100
118:  083  084  084          31.722     31.700
119:  084  085  084          32.357     32.500
120:  086  085  086          33.003     33.000
121:  087  086  086          33.659     33.600
122:  087  087  088          34.326     34.300
123:  088  088  089          35.004     35.000
124:  089  089  088          35.693     35.700
125:  089  090  089          36.393     36.300
126:  090  091  090          37.104     37.100
127:  092  091  092          37.827     37.800
128:  093  092  092          38.562     38.500
129:  094  093  093          39.309     39.200
130:  095  094  095          40.067     40.100
131:  096  095  095          40.838     40.900
132:  096  096  096          41.621     41.600
133:  097  097  097          42.417     42.400
134:  098  098  097          43.226     43.200
135:  099  099  098          44.047     44.100
136:  100  100  101          44.882     44.900
137:  101  101  100          45.730     45.700
138:  102  102  101          46.591     46.600
139:  103  103  102          47.467     47.500
140:  104  104  103          48.356     48.400
141:  105  105  104          49.259     49.300
142:  105  106  105          50.176     50.100
143:  107  107  106          51.108     51.100
144:  108  108  107          52.055     52.100
145:  108  109  109          53.017     52.900
146:  109  110  110          53.994     54.000
147:  110  111  110          54.986     54.900
148:  111  112  112          55.994     56.000
149:  112  113  112          57.018     57.000
150:  114  114  113          58.057     58.100
151:  115  115  114          59.114     59.200
152:  116  116  115          60.186     60.200
153:  116  117  117          61.275     61.200
154:  117  118  118          62.382     62.300
155:  119  119  118          63.506     63.600
156:  119  120  120          64.647     64.600
157:  121  121  121          65.806     65.800
158:  122  122  122          66.983     67.000
159:  123  123  123          68.178     68.200
160:  124  124  124          69.392     69.400
161:  125  125  124          70.624     70.600
162:  126  126  125          71.876     71.900
163:  127  127  126          73.147     73.200
164:  128  128  127          74.438     74.400
165:  129  129  129          75.748     75.600
166:  131  130  130          77.079     77.100
167:  132  131  131          78.431     78.400
168:  133  132  132          79.803     79.800
169:  134  133  133          81.196     81.000
170:  134  135  134          82.611     82.600
171:  136  136  135          84.048     84.000
172:  138  137  137          85.506     85.700
173:  139  138  138          86.987     87.000
174:  140  139  140          88.490     88.300
175:  140  141  140          90.017     90.100
176:  141  142  142          91.567     91.500
177:  143  143  144          93.141     93.100
178:  145  144  145          94.738     94.700
179:  145  146  145          96.360     96.500
180:  146  147  147          98.007     97.900
181:  148  148  147          99.679     99.700
182:  149  149  148         101.376    101.200
183:  151  150  151         103.099    103.100
184:  151  152  151         104.849    104.900
185:  153  153  152         106.625    106.700
186:  154  154  155         108.427    108.500
187:  156  155  155         110.258    110.300
188:  157  156  157         112.116    112.100
189:  157  158  158         114.002    114.000
190:  159  159  159         115.916    115.900
191:  161  160  161         117.860    118.000
192:  162  161  161         119.833    119.600
193:  162  163  162         121.836    121.900
194:  164  164  164         123.869    123.900
195:  165  165  166         125.932    125.800
196:  167  166  167         128.027    127.900
197:  167  168  167         130.154    130.100
198:  169  169  168         132.312    132.400
199:  171  170  170         134.503    134.600
200:  172  171  172         136.727    136.600
201:  172  173  173         138.984    139.000
202:  174  174  174         141.276    141.300
203:  176  175  175         143.601    143.600
204:  176  177  176         145.962    146.300
205:  178  178  178         148.358    148.400
206:  180  179  180         150.790    150.900
207:  180  181  180         153.258    153.400
208:  181  182  181         155.764    155.800
209:  183  183  182         158.307    158.300
210:  185  184  184         160.887    160.800
211:  185  186  186         163.507    163.600
212:  187  187  187         166.166    166.100
213:  189  188  189         168.864    168.900
214:  189  190  189         171.603    171.700
215:  191  191  190         174.383    174.300
216:  193  192  193         177.204    177.100
217:  194  194  193         180.067    180.100
218:  195  196  195         182.973    183.100
219:  196  197  197         185.922    186.100
220:  199  198  198         188.915    189.100
221:  200  200  199         191.953    192.100
222:  202  201  201         195.036    195.100
223:  202  203  202         198.165    198.100
224:  204  204  203         201.340    201.100
225:  206  205  206         204.563    204.100
226:  207  207  208         207.834    208.100
227:  208  209  208         211.153    211.100
228:  209  210  209         214.521    214.100
229:  211  212  211         217.939    218.100
230:  213  213  212         221.409    221.100
231:  214  215  215         224.929    225.100
232:  217  216  216         228.502    228.100
233:  218  218  218         232.128    232.100
234:  219  220  220         235.807    236.100
235:  222  221  222         239.541    239.100
236:  223  223  224         243.331    243.100
237:  224  225  224         247.176    247.100
238:  226  226  227         251.079    251.100
239:  227  228  227         255.039    255.100
240:  230  229  229         259.057    259.100
241:  230  231  230         263.135    263.100
242:  232  232  233         267.274    267.100
243:  233  234  233         271.474    271.100
244:  235  236  235         275.735    276.100
245:  237  237  236         280.060    280.100
246:  238  239  238         284.448    284.100
247:  241  240  240         288.902    289.100
248:  241  242  242         293.421    293.100
249:  243  244  243         298.006    298.100
250:  246  245  245         302.660    303.100
251:  246  247  246         307.382    307.100
252:  249  248  249         312.173    312.100
253:  250  250  251         317.036    317.100
254:  252  252  251         321.970    322.100
255:  254  253  254         326.976    327.100
256:  255  255  255         332.000    332.100
